transaction_type,amount,starting_balance,ending_balance,destination_account,is_fraudulent
PAYMENT,5158.095604300558,42224.62499140837,47382.720595708925,,0
DEBIT,4423.687938977765,24762.451132830298,20338.763193852534,,1
CASH_IN,5366.025856622964,74139.40649264498,79505.43234926794,,0
DEBIT,3016.9459177907356,52716.83496216225,49699.88904437151,,1
CASH_OUT,5210.557247819356,52787.024157978565,47576.46691015921,7318932,0
PAYMENT,5301.204985689267,37333.401569395275,42634.606555084545,,0
PAYMENT,1993.9062812850389,37662.89333792845,39656.79961921349,,0
DEBIT,6991.387508740724,66934.44677541687,59943.05926667615,,1
PAYMENT,3237.132589546009,69693.1159627522,72930.2485522982,,0
CASH_OUT,5180.61959841287,65676.46811493317,60495.8485165203,3539956,0
PAYMENT,7328.823481070541,65859.2321089095,73188.05558998005,,1
DEBIT,6851.353515427739,61380.59074519518,54529.23722976744,,0
CASH_OUT,5068.666777137671,52630.454601563135,47561.78782442547,5552789,0
DEBIT,4275.001994235863,46492.40631358039,42217.404319344525,,0
PAYMENT,6895.023817151135,74206.47699883106,81101.50081598219,,0
DEBIT,6349.38995561724,42525.58259019133,36176.19263457409,,0
DEBIT,3763.26995991174,57399.58427761494,53636.314317703196,,1
CASH_IN,3410.212705996619,33919.74004091507,37329.952746911695,,0
PAYMENT,855.289636608004,36814.01926299099,37669.30889959899,,0
PAYMENT,5308.063683367175,45276.90864285547,50584.97232622265,,0
DEBIT,4834.604509963203,33921.23246545673,29086.627955493524,,0
CASH_IN,7272.382749285085,65957.03650956601,73229.41925885109,,0
PAYMENT,5718.110186960734,23039.31496909941,28757.425156060144,,0
CASH_OUT,7668.4583883453815,51984.592467621456,44316.134079276075,5695638,1
DEBIT,3605.2715441676582,52650.16193684362,49044.89039267597,,0
PAYMENT,7276.300661935236,13784.008433606381,21060.30909554162,,0
CASH_OUT,3942.1672417906893,41179.523589527824,37237.356347737135,7412394,0
PAYMENT,6555.192123584544,55113.99076096286,61669.1828845474,,0
CASH_OUT,2082.483214938613,58574.55986588136,56492.07665094275,2241724,0
DEBIT,5470.270598732377,45913.85582799668,40443.5852292643,,0
PAYMENT,1030.6241171081801,63537.764089614306,64568.388206722484,,0
PAYMENT,4465.725028116491,47813.67485527918,52279.39988339567,,0
CASH_IN,5880.707987755827,50273.05824150114,56153.766229256966,,0
DEBIT,3958.0628975378086,55033.077379731076,51075.01448219327,,0
CASH_OUT,2899.1247424880653,68539.99257468338,65640.8678321953,9497848,0
PAYMENT,6692.236938591867,36485.63995168936,43177.87689028122,,0
PAYMENT,4793.074420306153,40263.56254963405,45056.636969940206,,0
CASH_OUT,4020.858705938657,36622.0701654157,32601.211459477046,5374511,0
DEBIT,5083.791842308553,43356.04567716133,38272.25383485278,,0
CASH_IN,10273.338283891178,78524.68516159529,88798.02344548647,,0
CASH_IN,7307.005699563088,61454.50638659645,68761.51208615954,,0
PAYMENT,7325.14733637568,27378.20509662316,34703.35243299884,,0
CASH_OUT,5871.092637984728,37991.060688226506,32119.968050241776,7013170,0
PAYMENT,5332.970545154294,57455.34448552804,62788.31503068234,,0
CASH_OUT,207.8354233391674,31869.844381344592,31662.008958005426,2380686,0
CASH_IN,3642.0393070737355,35493.19918370486,39135.238490778596,,0
DEBIT,4038.851173595051,76899.19332348298,72860.34214988793,,0
CASH_OUT,1250.215871904934,37732.48743053627,36482.271558631335,7326392,0
CASH_IN,2685.1684195691328,69093.33632058774,71778.50474015687,,0
PAYMENT,1038.3270581547317,75106.46379061877,76144.7908487735,,0
CASH_OUT,4923.352328605255,35330.758176620715,30407.40584801546,4458332,0
DEBIT,6637.531941697633,32200.748868857172,25563.21692715954,,0
PAYMENT,7213.549037248657,44477.358270376695,51690.907307625355,,0
PAYMENT,5829.568924158482,28227.4455865275,34057.014510685985,,0
CASH_IN,3073.207317602862,52420.677570054846,55493.88488765771,,0
CASH_OUT,1135.8696829600808,45886.961762932275,44751.09207997219,9073480,0
PAYMENT,1486.262601196996,57211.60031772603,58697.86291892303,,0
DEBIT,2462.034845491003,77938.86912465643,75476.83427916543,,0
CASH_OUT,3222.2806039286506,66349.69961540638,63127.41901147773,2929639,0
DEBIT,4680.503004016827,59784.79550824712,55104.292504230296,,0
PAYMENT,2971.6715637460634,10679.031740641636,13650.7033043877,,0
DEBIT,5677.951787336523,58867.519642047504,53189.56785471098,,0
CASH_IN,4535.452994401055,84452.55321409099,88988.00620849205,,0
DEBIT,5021.091423482051,0.0,-5021.091423482051,,0
CASH_OUT,7280.50110534241,63787.650859512505,56507.149754170096,4403121,0
DEBIT,2639.53653159926,46812.82850487071,44173.29197327145,,0
DEBIT,5837.409156584737,33004.099939541105,27166.690782956368,,0
CASH_IN,4972.053543047853,66022.57167823907,70994.62522128691,,0
DEBIT,4333.02743806061,84194.11801214662,79861.090574086,,0
DEBIT,6770.512641731921,65504.61457675508,58734.10193502316,,0
PAYMENT,6758.0283091140145,42576.160974769475,49334.18928388349,,0
PAYMENT,3107.018408023144,31130.603511836875,34237.621919860016,,0
CASH_OUT,4635.678832284152,52892.552675790874,48256.87384350672,4340891,0
PAYMENT,5562.423365168131,67463.38584763175,73025.80921279988,,0
PAYMENT,4453.986503954831,42258.939475325446,46712.92597928028,,0
PAYMENT,6170.042664575596,44192.34016698407,50362.38283155966,,0
PAYMENT,5562.384035820551,106440.00499676797,112002.38903258851,,0
CASH_IN,8665.122480712025,71573.03891919451,80238.16139990654,,0
PAYMENT,1939.4417281404249,73002.57356787265,74942.01529601308,,0
CASH_IN,4755.128020505205,20794.28187882376,25549.409899328966,,0
CASH_IN,3182.9949769756176,35856.22641413079,39039.22139110641,,0
PAYMENT,6208.214910878089,51493.63278908478,57701.84769996287,,0
DEBIT,1765.6562199089108,29977.24884229701,28211.5926223881,,0
CASH_IN,5692.625420449773,82007.94597778589,87700.57139823565,,0
DEBIT,3739.9031373033176,78206.2461318129,74466.34299450958,,0
DEBIT,3531.676267757972,39329.093252318926,35797.41698456096,,0
PAYMENT,2107.0035929186256,85678.3721321497,87785.37572506833,,0
CASH_OUT,4069.848107597988,49914.95806560116,45845.10995800317,5646577,0
PAYMENT,7169.001060581852,101787.79434778097,108956.79540836283,,0
CASH_OUT,4949.622632941041,52893.72261050073,47944.09997755969,6123092,0
CASH_OUT,6255.360835748949,61523.85500656844,55268.49417081949,7945022,0
PAYMENT,8329.283643932551,77998.06882339116,86327.35246732371,,0
PAYMENT,5527.511169645151,75552.66699615619,81080.17816580134,,0
CASH_OUT,3882.4008558753185,60214.64132271787,56332.24046684255,8621127,0
PAYMENT,5934.5044303655795,47177.193611123286,53111.69804148887,,1
CASH_OUT,3911.407707371416,60282.653999862385,56371.24629249097,8879155,0
DEBIT,3991.154633405661,33676.3165624777,29685.16192907204,,0
PAYMENT,1960.2144007620304,53042.67437728232,55002.88877804435,,0
DEBIT,6852.514982168785,27813.849350040102,20961.334367871317,,0
CASH_IN,4227.994848701122,14382.367198393971,18610.362047095092,,0
DEBIT,5364.196491631724,51008.535282788864,45644.33879115714,,0
DEBIT,2928.076142786721,75245.55781343345,72317.48167064672,,0
CASH_OUT,5871.895259430945,68516.09283192118,62644.19757249024,4533745,0
DEBIT,3476.1175237298326,48361.75408548783,44885.636561758,,0
PAYMENT,4716.582556596351,84939.79396350993,89656.37652010628,,0
CASH_OUT,6755.6520624782515,38618.772183068526,31863.120120590276,1346125,0
CASH_IN,6581.518624465059,11643.346764039532,18224.86538850459,,0
PAYMENT,4955.939854966119,6357.97411598076,11313.91397094688,,0
CASH_IN,1463.7379345865634,26376.18118808566,27839.91912267222,,0
DEBIT,10985.621140121282,66332.49486524457,55346.873725123296,,0
PAYMENT,8491.717940546272,37303.946330652274,45795.66427119855,,0
PAYMENT,6445.349649776597,59219.17283714604,65664.52248692264,,0
CASH_IN,3493.5924368180586,82925.66767167955,86419.2601084976,,0
PAYMENT,4772.81567659607,27998.060748443877,32770.87642503995,,0
PAYMENT,3913.1591404469664,59569.9946359178,63483.153776364765,,1
PAYMENT,7527.711878192777,60779.26145311444,68306.97333130722,,1
DEBIT,5525.005781703668,32785.24023053794,27260.234448834268,,0
CASH_IN,3431.6722832803343,77084.21850490166,80515.89078818199,,0
PAYMENT,4058.489801750436,44245.858889010466,48304.348690760904,,0
CASH_OUT,7242.37628513981,42324.94038173981,35082.56409660001,3854521,0
CASH_OUT,8200.195693640957,92232.26436835947,84032.06867471851,8072718,0
CASH_OUT,8056.663126972491,60455.334847334365,52398.671720361875,3863879,0
CASH_OUT,6514.064130107955,68505.81099370997,61991.74686360201,4612768,0
DEBIT,4494.750262394727,77097.85863043678,72603.10836804206,,0
PAYMENT,0.0,36990.520010815664,36990.520010815664,,0
CASH_IN,5594.320047616443,74996.42194107358,80590.74198869003,,0
PAYMENT,4996.342482311799,39962.1177000466,44958.460182358394,,0
DEBIT,5279.9641926427075,39107.53221323405,33827.568020591345,,0
CASH_OUT,5107.794694066412,44560.00055383728,39452.20585977087,3802176,0
DEBIT,2347.475676101686,37558.703301100904,35211.22762499922,,1
PAYMENT,6114.817113702371,66443.12865314326,72557.94576684563,,0
CASH_IN,6264.432628063701,55344.213102901114,61608.64573096482,,0
DEBIT,6364.677564119318,40175.511707657744,33810.83414353843,,0
CASH_IN,6893.154007146773,63490.10066309644,70383.25467024322,,0
DEBIT,6208.103289843246,44496.35125227308,38288.247962429836,,0
CASH_IN,4179.941176922179,43438.59259270647,47618.533769628644,,0
CASH_IN,4858.326304167819,50973.67769803087,55832.00400219869,,0
CASH_OUT,5182.249734506754,59269.207113324344,54086.95737881759,8738814,0
CASH_IN,5215.398898213237,57796.95298754839,63012.35188576163,,0
CASH_OUT,6996.43531194346,42735.01635494339,35738.58104299993,2041348,0
PAYMENT,6287.337506044982,66942.22414878805,73229.56165483303,,0
PAYMENT,9154.686879139907,45552.11697840688,54706.80385754678,,0
CASH_OUT,9412.937959769344,36900.31022782562,27487.372268056275,8778989,0
CASH_OUT,5159.29916522785,20639.56702465297,15480.26785942512,2151916,0
DEBIT,0.0,69663.56961998042,69663.56961998042,,0
DEBIT,7473.664932254533,50247.80152388015,42774.13659162562,,0
DEBIT,3919.247322025891,54217.4471702103,50298.199848184406,,0
PAYMENT,3397.0321563379866,70916.0583139903,74313.09047032829,,0
DEBIT,4203.109450021267,40451.87536804368,36248.765918022415,,0
CASH_IN,4106.713906370787,22512.01503051743,26618.728936888216,,0
CASH_IN,6224.539620210785,51395.61404430437,57620.15366451516,,0
DEBIT,1881.128441747549,56159.231041605904,54278.10259985836,,0
CASH_IN,2844.558508416797,44743.01867679255,47587.577185209346,,0
PAYMENT,5686.317108394833,79474.75156152339,85161.06866991823,,1
CASH_IN,6245.888060826616,276.66864557287045,6522.556706399487,,0
PAYMENT,6283.083289872024,72401.13275799566,78684.21604786768,,0
CASH_OUT,3425.927442133402,65823.07300728452,62397.14556515111,8741469,0
CASH_OUT,3043.46870146752,59135.41555400919,56091.94685254167,9658697,0
CASH_OUT,3986.730332424161,0.0,-3986.730332424161,5985925,0
CASH_OUT,5479.7455045694505,75677.77566540537,70198.03016083592,9064911,0
CASH_IN,7970.954738545099,29471.317787282296,37442.27252582739,,0
DEBIT,905.1256284584992,39846.16043233227,38941.03480387377,,0
CASH_IN,4558.542486083267,46588.146704198625,51146.68919028189,,0
PAYMENT,2334.6431179495926,58148.3606930395,60483.003810989096,,0
CASH_IN,1695.5146452930207,62788.560843850995,64484.075489144016,,0
CASH_IN,6933.913290689633,67856.81108638593,74790.72437707556,,0
PAYMENT,6089.249148998677,66317.07020157033,72406.319350569,,0
CASH_OUT,5898.867031894524,55058.54408426252,49159.677052367995,4014767,0
CASH_OUT,6842.051679461987,58318.45318115182,51476.401501689834,1908273,0
CASH_OUT,4040.562206467728,28184.92568355507,24144.36347708734,5013262,0
DEBIT,4134.724967332943,34979.46386361956,30844.738896286617,,0
PAYMENT,9371.461233445149,67909.20447349665,77280.6657069418,,0
PAYMENT,4506.857891480851,66744.18973457362,71251.04762605447,,0
CASH_IN,6470.264226108182,64475.988328888416,70946.2525549966,,0
DEBIT,5012.76308192663,39711.66476686945,34698.90168494282,,0
CASH_OUT,1303.4829398431698,68209.84263887392,66906.35969903074,7967399,1
DEBIT,910.7419923974635,26775.11095039284,25864.368957995375,,0
PAYMENT,3842.0315601201905,71547.19619724546,75389.22775736565,,0
PAYMENT,7112.202503339979,44782.5839750822,51894.786478422175,,0
CASH_IN,6576.583313272007,83683.40812681265,90259.99144008465,,0
CASH_IN,6828.154328448067,19571.1581586903,26399.31248713837,,0
PAYMENT,3025.9076421273694,85268.08091837044,88293.9885604978,,0
CASH_OUT,8231.744980244628,42770.71341673077,34538.96843648614,7873194,0
CASH_OUT,3070.2133996272314,42410.414879765114,39340.20148013788,2094516,0
DEBIT,5425.648797339937,53896.77637971194,48471.127582372006,,0
PAYMENT,4979.295420184527,36058.421743986066,41037.71716417059,,0
PAYMENT,4652.252359370827,48553.41997395386,53205.672333324685,,0
CASH_OUT,7677.184276591213,35247.47469458291,27570.290417991695,8436311,0
CASH_OUT,3589.7789596680786,35978.72938041626,32388.950420748184,6821269,0
PAYMENT,2300.789488576144,59737.71900601144,62038.50849458758,,0
CASH_IN,5039.990972412838,31968.69009392968,37008.68106634252,,0
PAYMENT,4200.346531426947,34636.115299890356,38836.461831317305,,0
PAYMENT,11754.765838165291,22544.175005071822,34298.94084323711,,0
CASH_OUT,6353.01495287995,39921.38640077321,33568.37144789326,5314635,1
CASH_OUT,4181.318849562751,76232.04059447844,72050.72174491569,5531402,0
CASH_IN,2887.7768616258268,33081.32719794063,35969.10405956645,,0
CASH_IN,1239.4231788624306,35367.33469625517,36606.757875117604,,0
DEBIT,2949.561828525134,53878.43892963071,50928.87710110558,,0
PAYMENT,5229.883543518264,42584.07132400947,47813.95486752773,,0
CASH_OUT,7854.657303189539,94563.08866699299,86708.43136380345,3523667,0
CASH_IN,7243.3782847758375,46749.44070647487,53992.81899125071,,0
DEBIT,5458.189663292759,56704.366924347436,51246.177261054676,,0
DEBIT,4353.664668595031,68875.37569598644,64521.71102739141,,0
CASH_OUT,5537.6247128243085,68491.55731725701,62953.9326044327,4155047,0
CASH_OUT,3962.7240050308483,54665.751631147585,50703.02762611674,6681303,0
DEBIT,8436.72799152775,46777.45026627998,38340.72227475223,,0
CASH_IN,4621.61963744984,90480.57072758515,95102.19036503499,,0
DEBIT,4827.324283506547,48004.79449371467,43177.47021020812,,0
PAYMENT,568.3551499586638,41166.19791143039,41734.55306138905,,0
PAYMENT,4609.130306954472,37083.02023411963,41692.1505410741,,0
CASH_OUT,6672.968275929882,15463.935945864883,8790.967669935002,9666843,0
CASH_IN,2864.5548459229094,66432.31504474327,69296.86989066617,,0
CASH_IN,3498.559331014374,3038.632057983472,6537.191388997846,,0
PAYMENT,6585.422035467329,49885.54318190159,56470.96521736892,,0
DEBIT,2046.6855529638933,45902.7873145723,43856.10176160841,,0
CASH_OUT,7115.602015083837,94799.30384462896,87683.70182954513,6356842,0
DEBIT,3935.7122196537957,13366.975425727469,9431.263206073672,,0
DEBIT,4222.8635590175945,31977.93426031286,27755.070701295266,,0
DEBIT,2752.243189748812,47278.07082636701,44525.827636618196,,0
CASH_IN,5756.092520855766,46049.413250616635,51805.5057714724,,0
PAYMENT,9919.74397005876,39009.10818379911,48928.852153857864,,0
CASH_IN,6562.994478921264,48380.24181195665,54943.23629087792,,0
PAYMENT,3271.4294761189285,24808.745422605174,28080.1748987241,,1
CASH_OUT,7271.241170982952,57143.85757989878,49872.61640891583,5985433,1
CASH_OUT,4366.640908131501,3570.293158448432,-796.3477496830692,6305921,0
DEBIT,7748.969962855119,49484.61288245486,41735.64291959974,,0
PAYMENT,6613.352804328726,37992.86611472853,44606.21891905725,,0
PAYMENT,0.0,70325.7588551327,70325.7588551327,,0
PAYMENT,2991.840734089945,85106.22141266608,88098.06214675603,,0
DEBIT,6888.77044567078,43378.95662499285,36490.18617932207,,0
DEBIT,5303.314544290035,77814.51858282862,72511.20403853859,,0
CASH_OUT,2952.4881045842985,43677.67438739179,40725.18628280749,7725509,0
CASH_IN,3732.820969012375,30677.469537418197,34410.290506430574,,0
PAYMENT,1187.526759821239,84918.0726437124,86105.59940353363,,1
PAYMENT,4823.253424947208,60415.52889468014,65238.782319627346,,0
CASH_IN,9421.379452031528,50088.77045219629,59510.149904227816,,0
PAYMENT,6609.8667814646515,63743.54950197297,70353.41628343762,,0
DEBIT,9380.834002376847,55484.300702603345,46103.4667002265,,0
DEBIT,6764.794179579961,48615.61184116964,41850.817661589674,,0
PAYMENT,7054.958686705383,23471.30345384007,30526.262140545456,,0
DEBIT,8948.157375490047,44589.26525677467,35641.107881284624,,0
DEBIT,5754.526518684453,62465.108469169456,56710.581950485,,0
PAYMENT,4625.545356986239,47544.57148626379,52170.11684325003,,0
CASH_OUT,7065.315033244025,68046.51522260772,60981.20018936369,7538769,0
CASH_IN,7907.68047424377,57673.10047733578,65580.78095157955,,0
DEBIT,4040.0707145755823,32437.273638291863,28397.20292371628,,0
CASH_OUT,3556.8618353199417,23616.560843357525,20059.699008037584,2778247,0
DEBIT,5277.71206486176,46856.43000139664,41578.717936534886,,0
DEBIT,6662.997733863324,39515.431037908245,32852.43330404492,,0
CASH_IN,6596.182097323123,56726.43619243372,63322.61828975684,,0
DEBIT,2151.6647996248016,35637.2468247454,33485.5820251206,,0
CASH_IN,8823.212134126643,37692.15348490246,46515.36561902911,,0
CASH_IN,3717.6701412062994,71061.39435189826,74779.06449310455,,0
CASH_IN,4469.870006222841,52964.05937255796,57433.9293787808,,0
CASH_OUT,3194.691280024361,35945.45869145414,32750.767411429784,3127809,0
PAYMENT,10396.657671874174,50352.836174700395,60749.493846574565,,0
CASH_OUT,5484.141340575935,77578.22486003365,72094.08351945771,4650764,0
PAYMENT,3298.04983863687,55875.73376549446,59173.78360413133,,0
PAYMENT,6727.847099924892,61859.01618850259,68586.86328842748,,0
CASH_IN,6538.271558620067,34955.30926945115,41493.580828071215,,0
DEBIT,4624.5459528402325,70528.38754269201,65903.84158985179,,0
CASH_IN,6681.213425566766,96362.04520927602,103043.25863484279,,0
DEBIT,3349.4160783382713,34170.64714974293,30821.231071404658,,0
PAYMENT,4014.1634501014955,26362.120512560214,30376.28396266171,,0
CASH_IN,979.5666908678741,53510.84487670296,54490.41156757084,,0
DEBIT,2352.0978315608745,67510.10099688821,65158.00316532734,,0
CASH_OUT,8615.261611341371,48172.206558994774,39556.94494765341,4573623,1
DEBIT,8282.85725544463,28935.872079146746,20653.014823702117,,0
CASH_IN,5131.577297297925,47828.3167643922,52959.89406169012,,0
CASH_OUT,8325.862894379676,61961.84545554909,53635.98256116941,9193339,0
DEBIT,4679.851026783391,41859.363461078814,37179.51243429542,,1
DEBIT,4513.179394864184,62145.10035509843,57631.920960234245,,0
DEBIT,5113.021296931112,73294.2157047982,68181.1944078671,,0
DEBIT,4750.1568093528695,54804.61251540895,50054.455706056084,,0
DEBIT,4569.607352879639,49441.04457443415,44871.43722155451,,0
CASH_OUT,7286.7962142991055,66586.87850452564,59300.082290226535,2318921,1
PAYMENT,5300.271307912406,32877.98345125539,38178.2547591678,,0
CASH_OUT,6424.963528867609,30905.803326141548,24480.83979727394,4394586,0
CASH_OUT,7062.761050554662,44668.55430142029,37605.79325086563,4170296,0
CASH_OUT,5776.371591309467,40162.410903710654,34386.03931240119,2735266,0
PAYMENT,3059.4573481835223,33933.160494190495,36992.61784237402,,0
CASH_IN,2294.2682220719225,86609.3694999755,88903.63772204742,,0
PAYMENT,5297.56126961461,93439.86418988582,98737.42545950043,,0
CASH_OUT,4657.487390350131,42925.89915488836,38268.41176453823,3462602,0
DEBIT,5174.782857840243,51834.37899496731,46659.59613712707,,0
DEBIT,4967.891921502827,46243.14359872418,41275.25167722135,,0
CASH_OUT,10167.147320333133,72149.98480236312,61982.83748202999,1407763,0
DEBIT,2339.547488717324,76112.91123680094,73773.36374808362,,0
CASH_OUT,1020.1074603577504,14454.72402620707,13434.61656584932,2407908,0
DEBIT,5664.753667039219,59520.21600131251,53855.46233427329,,0
PAYMENT,4247.154890823609,23863.57317677703,28110.72806760064,,0
CASH_IN,5632.135739459903,85165.44315750556,90797.57889696547,,0
CASH_IN,6167.766044568002,58804.96060420796,64972.72664877596,,0
PAYMENT,7568.209390357795,33533.00923274728,41101.21862310507,,0
PAYMENT,1985.5483592321234,45173.57224124294,47159.120600475064,,0
CASH_OUT,3886.5642042856744,44220.454834676835,40333.890630391164,6527880,0
CASH_OUT,5857.5225177615275,60502.25885771631,54644.73633995478,9008091,0
CASH_OUT,6540.927191374453,70838.25208354957,64297.324892175115,7392561,0
DEBIT,9386.899100576771,27035.854160565803,17648.95505998903,,0
CASH_OUT,6911.407942227735,86775.09001824228,79863.68207601455,8868023,0
PAYMENT,4886.422808227446,82113.80215641687,87000.22496464432,,0
CASH_IN,3219.128494114677,32493.528648179094,35712.65714229377,,0
DEBIT,3871.420294561962,51456.03588724619,47584.615592684226,,0
CASH_OUT,3814.594354085787,84216.17088228633,80401.57652820054,6731387,0
DEBIT,6310.467257027522,74658.37173354966,68347.90447652215,,0
DEBIT,5513.994891171661,43265.13939904209,37751.14450787043,,0
CASH_OUT,2352.700858315642,66286.79629135746,63934.09543304182,7131055,0
DEBIT,4128.197061819134,109943.96583438278,105815.76877256364,,0
CASH_IN,6755.0951069028415,52103.19963702424,58858.29474392708,,0
PAYMENT,5703.324709948118,37347.03497119962,43050.35968114773,,0
PAYMENT,6137.289232025541,53448.397041827986,59585.68627385353,,0
CASH_IN,5765.843420114526,54931.04190994636,60696.88533006089,,0
DEBIT,8252.861469217718,39509.26521999804,31256.40375078032,,0
CASH_OUT,5472.08612764874,58832.50135628434,53360.4152286356,9348787,0
DEBIT,4227.954404258604,24911.978805449973,20684.024401191367,,0
CASH_IN,3168.489917732879,36689.322659826415,39857.81257755929,,0
DEBIT,5499.218916419423,65164.895523095955,59665.676606676534,,0
PAYMENT,118.59197044983193,14902.582969154973,15021.174939604805,,0
DEBIT,4631.421996334576,68063.35183989553,63431.92984356096,,0
CASH_IN,4588.3202801573125,9760.372685885937,14348.69296604325,,0
PAYMENT,2271.058292765438,15373.5084224737,17644.56671523914,,1
DEBIT,3143.4683226880084,40020.42513888229,36876.95681619428,,0
DEBIT,6619.315060296482,55737.276856387005,49117.96179609052,,0
PAYMENT,5461.423498149925,76505.27206254777,81966.6955606977,,0
CASH_OUT,5203.576667414655,51152.455263191914,45948.878595777256,3013702,0
PAYMENT,5612.695067864045,45068.927848480205,50681.62291634425,,0
CASH_OUT,5185.255175897847,61591.624959696084,56406.36978379824,9762415,0
CASH_IN,7485.725125716629,32582.023590641315,40067.74871635794,,0
CASH_IN,5246.8583634072975,52788.303186928126,58035.161550335426,,0
PAYMENT,2083.5737723624993,26011.0748408928,28094.6486132553,,0
PAYMENT,8260.25992974882,51651.810337508265,59912.070267257084,,0
CASH_IN,5740.680534657691,47403.27348301193,53143.95401766962,,0
CASH_OUT,3821.4925384098647,33914.641571011656,30093.149032601792,6197250,0
CASH_IN,2493.196563409963,53300.812730754784,55794.009294164745,,0
PAYMENT,5791.828441916091,53170.99306319286,58962.82150510895,,0
CASH_IN,4765.655990051249,73509.0802467827,78274.73623683395,,0
PAYMENT,8148.293572064817,17887.331938744246,26035.625510809063,,0
PAYMENT,4308.185438666344,48479.02184605915,52787.2072847255,,0
CASH_IN,3325.238420635066,34794.752005930415,38119.990426565484,,0
CASH_OUT,6791.592436471857,67395.24116352583,60603.64872705397,8384046,0
DEBIT,6850.563785433663,65078.24130384266,58227.677518409,,0
CASH_IN,5337.302735220391,60157.596901372424,65494.89963659282,,1
DEBIT,6352.7140953498165,35923.33483861074,29570.620743260923,,0
CASH_IN,4924.6257585155245,67709.41165880191,72634.03741731744,,0
DEBIT,5467.730202018494,19397.381425133364,13929.65122311487,,0
CASH_OUT,7329.981765127846,15293.78592814457,7963.8041630167245,9922041,1
CASH_OUT,6250.636668043006,24482.58000196152,18231.943333918513,8571081,0
CASH_IN,4661.45112333475,49330.50379346188,53991.95491679663,,0
PAYMENT,7704.7250918523005,63503.288019765874,71208.01311161817,,0
DEBIT,270.2892544169754,0.0,-270.2892544169754,,0
PAYMENT,9104.14662284387,76454.85663759573,85559.0032604396,,0
PAYMENT,1588.0818102185294,52622.24392356868,54210.32573378721,,0
PAYMENT,3745.814350455408,18644.553048204496,22390.367398659902,,0
CASH_OUT,4918.164929609862,52018.93940579162,47100.77447618176,8432253,0
CASH_IN,4707.038658543677,71850.50829356839,76557.54695211207,,0
CASH_IN,7012.822080053109,61988.82030612518,69001.64238617828,,0
CASH_OUT,2884.3267627795312,71981.46125107932,69097.1344882998,9919470,0
CASH_OUT,5521.533634966127,22675.067412057782,17153.533777091656,2867389,0
CASH_IN,3843.575803560492,41719.89529723191,45563.471100792405,,0
PAYMENT,5590.281958674834,31506.15538952936,37096.43734820419,,0
DEBIT,4870.455480404247,84351.60410088635,79481.14862048211,,0
DEBIT,5185.871305365956,62787.2568697326,57601.38556436665,,0
DEBIT,3900.1503350713087,106940.19177915281,103040.04144408151,,0
PAYMENT,3979.872099807835,40647.80933165545,44627.68143146329,,0
CASH_IN,5574.545028054854,35506.51576635391,41081.06079440876,,0
CASH_OUT,6887.431011512089,47143.46722809699,40256.0362165849,7816162,0
CASH_IN,3803.4413316043047,77567.14442845098,81370.58576005528,,0
PAYMENT,3262.4649108541807,42677.606212493054,45940.07112334723,,0
CASH_OUT,6226.920331343674,52488.751958138884,46261.83162679521,1837668,0
PAYMENT,4934.992213884621,51933.81405773639,56868.80627162101,,0
DEBIT,6660.996267971904,50789.93522404379,44128.938956071885,,0
DEBIT,3188.405573257705,36952.03079075044,33763.625217492736,,0
PAYMENT,1441.1221491531383,47254.17864179267,48695.30079094581,,0
CASH_OUT,3933.9918363473316,46397.94797297284,42463.95613662551,2246049,0
CASH_OUT,3467.2947814699683,49848.70680650702,46381.412025037054,7383635,0
CASH_IN,4842.4231998394,68870.33636305417,73712.75956289357,,0
DEBIT,3726.309571459221,85212.56069248985,81486.25112103063,,0
CASH_IN,6482.033902672898,33191.30474660586,39673.33864927876,,0
CASH_IN,4423.699475154967,42160.1275042457,46583.82697940066,,0
PAYMENT,5300.948997547802,33499.762031876264,38800.71102942406,,0
PAYMENT,5315.269116881888,53742.03074444545,59057.29986132734,,0
CASH_IN,5389.9101848243745,39233.01084978046,44622.921034604835,,0
DEBIT,4951.741779090054,54795.93667483977,49844.19489574972,,1
PAYMENT,6021.201380820627,72072.53820889574,78093.73958971637,,0
CASH_IN,3408.689732348385,0.0,3408.689732348385,,0
CASH_IN,7798.835853307766,59835.59779201382,67634.43364532158,,0
CASH_IN,4526.925233262929,40796.25902204242,45323.18425530534,,0
CASH_IN,2376.9017242026366,59208.44535968778,61585.34708389042,,0
CASH_IN,5376.146713983546,32070.61124499599,37446.757958979535,,0
CASH_IN,3297.63903510503,73925.21976613751,77222.85880124255,,0
PAYMENT,6330.66906901775,68265.61236080568,74596.28142982343,,0
DEBIT,9419.211152084756,61367.04297085286,51947.83181876811,,0
CASH_IN,3426.8558168842997,65864.51435620197,69291.37017308627,,0
CASH_OUT,5664.744666447969,35087.59065655653,29422.845990108563,5796979,0
PAYMENT,1488.9888225907448,37607.5249062142,39096.513728804945,,0
PAYMENT,5907.810458882695,65048.72401634959,70956.53447523229,,0
CASH_IN,3228.57240040062,34645.41714462776,37873.98954502838,,0
PAYMENT,3750.3307631310354,78912.70093316174,82663.03169629278,,0
CASH_IN,2797.427020320344,43528.178574379366,46325.60559469971,,0
DEBIT,6464.302452109471,60037.88779721244,53573.58534510297,,0
DEBIT,7014.608714946525,91984.9903851018,84970.38167015527,,0
